id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
613297,786330.0,15000.0,15000.0,15000.0, 36 months, 13.35%,507.95,C,C4,gregs collision center,10+ years,RENT,60000.0,VERIFIED - income source,Nov-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=613297,  Borrower added on 11/10/10 > lower interest rate to pay off credit card faster<br/>,credit_card,credit_card,902xx,CA,14.54,0.0,Jan-1999,1.0,,,6.0,0.0,2383.0,58.1%,8.0,f,0.0,0.0,17980.44,17980.44,15000.0,2980.44,0.0,0.0,0.0,Feb-2013,331.05,,Jun-2015,0.0,,1.0
442337,535840.0,5000.0,5000.0,4988.236741762556, 36 months, 14.26%,171.53,C,C5,University of Maryland,9 years,MORTGAGE,55640.62,not verified,Sep-2009,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=442337,"I consider myself a great candidate for this loan because I am reliable, responsible and can pay it back. This loan will allow us to pay off debt at a lower interest rate, therefore enabling us to save money while simultaneously pay back this loan. My wife contributes to the household with her $44k/yr (gross) income from her full-time job and additionally from her intermittent commission income as a real estate agent.    We purchased a home 2.5 yr ago (waited until we could afford it) with a 30 yr fixed @ 4.5%. We've since financed a couple of necessary upgrades/repairs and used our credit cards for car repairs (one car-paid for) and travel related to a family tragedy.    I thank you in advance for considering this loan and I am happy to answer any additional questions.  ",debt_consolidation,Better Days Ahead,207xx,MD,8.17,0.0,Dec-1997,1.0,,,9.0,0.0,9685.0,43.2%,11.0,f,0.0,0.0,6172.78,6156.63,5000.0,1172.78,0.0,0.0,0.0,Oct-2012,183.32,,Feb-2015,0.0,,1.0
585801,752621.0,4000.0,4000.0,4000.0, 36 months,  7.51%,124.45,A,A4,Round Table Pizza,5 years,MORTGAGE,19200.0,VERIFIED - income source,Sep-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=585801,  Borrower added on 09/23/10 > My job is very stable at Round Table Pizza.  I have been working there for five years and I get plenty of hours.  I plan to use this loan on a motorcycle because I enjoy riding.  I live with my parents I and attend California State University of Pomona.  Living with my parents allows me to be a good borrower because I don't have to pay rent.  The motorcycle will be my transportation to and from school and I will be graduating with a degree in Hospitality in March.<br/>,major_purchase,MOTORCYCLE LOAN,917xx,CA,1.63,0.0,Mar-2004,0.0,,,4.0,0.0,465.0,9.7%,4.0,f,0.0,0.0,4302.0,4302.0,4000.0,302.0,0.0,0.0,0.0,Jun-2012,443.61,,Jun-2012,0.0,,1.0
422008,496295.0,10000.0,10000.0,9525.0, 36 months, 12.18%,333.0,B,B4,FELE,3 years,RENT,60000.0,VERIFIED - income source,Sep-2009,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=422008,"Purpose of loan: This loan will be used to finance my wife's education   My financial situation:  I am a good candidate for this loan because I am a Mechanical Engineer (MS) and a full time employee with a reputed firm for last three years and seven months.  My annual income before taxes is about $62,000 excluding bonus.  I am working towards my PE (Professional Engineer) license after which I hope will to be earning at least $70,000.   My biggest drain for now is supporting my younger brother's dental school expenses and supporting my parents. I send them about $1300 pm which leaves me with $250-$350 of savings for emergency fund after all monthly expenses (let me know if you want to know the details).    My wife is dependent on me for now.  She has got admission in an excellent MS course at a great school which is ranked # 25.  She also got scholarship of about $13,000. I hope that by next fall she will be able to help me in paying off this loan.  I foresee that within a year, I'll be better off financially.  As my brother is about to graduate and also my wife will be working.Itâll be really great if I could get a rate less than 10%.  Let me know if you need any additional information.  Please help me with whatever capacity you can.  Thank you all for your help. ",other,Need loan for wife's Masters Course,731xx,OK,24.7,0.0,Jul-2003,1.0,,,10.0,0.0,17809.0,46.4%,18.0,f,0.0,0.0,11388.1,10847.14,10000.0,1388.1,0.0,0.0,0.0,Feb-2011,6067.07,,Feb-2011,0.0,,1.0
502217,645753.0,14000.0,14000.0,13733.936643239194, 36 months, 10.25%,453.39,B,B2,Server Admin Inc,10+ years,MORTGAGE,98000.0,not verified,Apr-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=502217,"  Borrower added on 04/07/10 > An emergency cash advance on a credit card triggered a 24.99% APR. The main balance APR is 15.98%, but no payments are being applied to the higher rate until the main balance is paid off. I'd rather refi and pay you the interest instead!<br/>",credit_card,Refi Refi Refi - I'd Rather Pay You Then The Bank,334xx,FL,13.06,0.0,Jun-1997,0.0,69.0,,10.0,0.0,78344.0,45.3%,26.0,f,0.0,0.0,16312.29,15987.8,14000.01,2312.28,0.0,0.0,0.0,Apr-2013,517.77,,Jun-2015,0.0,,1.0
1063778,1296342.0,15000.0,15000.0,15000.0, 36 months, 16.29%,529.51,D,D1,Bentall Kennedy,1 year,RENT,110000.0,VERIFIED - income,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063778,  Borrower added on 12/09/11 > I need a short-term loan for my business. I am looking to raise the necessary capital without selling my existing investments.<br><br>Thank you.<br><br>,small_business,Short-Term Business Loan,750xx,TX,21.99,2.0,Nov-1998,0.0,4.0,,12.0,0.0,40370.0,84.1%,24.0,f,0.0,0.0,1058.34,1058.34,655.77,402.57,0.0,0.0,0.0,Feb-2012,529.51,,Jul-2012,0.0,,1.0
647160,827998.0,12000.0,12000.0,11475.0, 36 months,  9.62%,385.07,B,B3,AIG,< 1 year,MORTGAGE,75000.0,not verified,Jan-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=647160,,debt_consolidation,Payoff Prior Lending Club loan,113xx,NY,16.42,0.0,Mar-2001,2.0,,,17.0,0.0,17008.0,49.3%,28.0,f,0.0,0.0,13628.839999999998,13032.53,12000.01,1628.83,0.0,0.0,0.0,Jan-2013,4785.44,,Feb-2013,0.0,,1.0
508319,655833.0,12000.0,12000.0,11500.0, 36 months, 13.11%,404.94,C,C2,Columbia Bank,5 years,RENT,33504.0,not verified,Apr-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=508319,,debt_consolidation,New Start,320xx,FL,20.02,0.0,Jun-2000,0.0,,,2.0,0.0,18815.0,87.1%,13.0,f,0.0,0.0,13067.580000000002,12523.04,12000.0,1067.58,0.0,0.0,0.0,Feb-2011,9835.41,,Sep-2013,0.0,,1.0
436278,521933.0,10000.0,10000.0,9851.828389749648, 36 months, 13.22%,338.01,C,C2,NGP Management  LLC,< 1 year,RENT,48000.0,VERIFIED - income,Sep-2009,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=436278,"Hello,  I would like to eliminate my credit cards and unsecured debt, and need to take out a $10,000 loan to finance my debt consolidation. I have never been late on any payment. Thank you!",credit_card,Credit Card / Unsecured Loan Refinance,021xx,MA,22.43,0.0,Aug-2003,0.0,,,8.0,0.0,5082.0,37.6%,14.0,f,0.0,0.0,12111.73,11917.38,10000.0,2111.73,0.0,0.0,0.0,Apr-2012,1986.4,,Jun-2015,0.0,,1.0
281841,281765.0,3500.0,3500.0,2817.2, 36 months,  8.00%,109.68,A,A3,JACOB JAVIT CENTER,4 years,RENT,48562.0,not verified,Mar-2008,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=281841,to purchase a motorcycle,other,personal loan,114xx,NY,0.62,0.0,Jul-1988,4.0,0.0,0.0,3.0,0.0,308.0,17.1%,4.0,f,0.0,0.0,3947.64,3167.43,3500.0,447.64,0.0,0.0,0.0,Mar-2011,116.36,,Mar-2011,0.0,,1.0
852027,1064032.0,3000.0,3000.0,3000.0, 36 months, 15.99%,105.46,D,D2,Keystone Medical Group,1 year,MORTGAGE,96000.0,VERIFIED - income source,Aug-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=852027,,home_improvement,Cement Work,925xx,CA,1.31,0.0,Nov-1997,1.0,28.0,,24.0,0.0,2399.0,27.3%,44.0,f,0.0,0.0,3793.0092283246995,3793.01,3000.0,793.01,0.0,0.0,0.0,Sep-2014,115.54,,Aug-2014,0.0,,1.0
467321,587682.0,3800.0,3800.0,3679.360017035063, 36 months,  8.59%,120.12,A,A4,Redbird Boats,< 1 year,RENT,25000.0,not verified,Dec-2009,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=467321,"  587682 added on 12/08/09 > Recently made a move into a new apartment and incur most of those charges via Credit Card, need to reduce the debt, as I have rarely carried any debit load.  Employer did not cover cost of move.  I work for a start-up franchise that sells and services members marine products, much of my commission comes during the summer months.<br/> 587682 added on 12/08/09 > Please feel free to ask me any questions that would pertain to making repayment of this loan<br/>",credit_card,Fresh Start with a Spin,448xx,OH,5.33,0.0,Jul-1988,3.0,,,4.0,0.0,2456.0,8.1%,7.0,f,0.0,0.0,4275.73,4137.93,3800.0,475.73,0.0,0.0,0.0,Mar-2012,654.57,,Mar-2015,0.0,,1.0
550745,709856.0,18000.0,18000.0,17750.0, 60 months, 17.56%,452.79,E,E4,Lead Media Partners,4 years,MORTGAGE,90000.0,VERIFIED - income source,Jul-2010,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=550745,"  Borrower added on 07/20/10 > This loan will be put towards consolidating a few credit/charge cards into a single payment along with paying last years taxes, which I wasn't prepared for!<br/>",debt_consolidation,Debt Consolidation,840xx,UT,21.16,0.0,Oct-2000,6.0,31.0,,17.0,0.0,1686.0,30.7%,45.0,f,0.0,0.0,25642.44,25286.38,18000.0,7642.44,0.0,0.0,0.0,Oct-2013,8955.76,Nov-2013,Apr-2014,0.0,,1.0
786735,990203.0,35000.0,35000.0,34975.0, 60 months, 16.89%,867.78,D,D4,Centurylink,10+ years,MORTGAGE,77000.0,VERIFIED - income,Jun-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=786735,"  Borrower added on 06/28/11 > Hello I 'am trying to get this debt consolidation loan to pay off the credit card account about $6800, a $10,000 note I have with the local bank the rest go toward my line of credit of $24,450<br/>",debt_consolidation,Debt payoff,243xx,VA,23.98,0.0,Dec-1996,0.0,41.0,,11.0,0.0,33856.0,32.5%,43.0,f,10273.66,10266.18,40728.62,40699.79,24726.34,16002.28,0.0,0.0,0.0,Jun-2015,867.78,Jul-2015,Jun-2015,0.0,,1.0
653656,835926.0,20000.0,20000.0,18725.0, 60 months, 14.91%,474.86,D,D2,Crystal Rock LLC,10+ years,MORTGAGE,165000.0,VERIFIED - income,Jan-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=653656,  Borrower added on 01/13/11 > I am an existing club member and have been on time with all payments.  I am now getting settled with past expenses - no more alimony or kids' college expenses.  Trying to pay off all my debt within the next 5 years (except mortgage).<br/>,credit_card,Credit Refinance,067xx,CT,12.18,0.0,Aug-1981,2.0,,,12.0,0.0,108433.0,63%,33.0,f,0.0,0.0,22349.55,20924.51,20000.0,2349.55,0.0,0.0,0.0,Dec-2011,23.29,,May-2014,0.0,,1.0
781772,984688.0,8000.0,8000.0,8000.0, 36 months,  5.99%,243.34,A,A2,The Nutty Irishman,7 years,RENT,48000.0,not verified,Jul-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=781772,,wedding,ring,117xx,NY,13.75,0.0,Sep-2002,0.0,,,9.0,0.0,3794.0,29.4%,9.0,f,0.0,0.0,8759.99918211,8760.0,8000.0,760.0,0.0,0.0,0.0,Aug-2014,245.2,,Aug-2014,0.0,,1.0
961751,1182502.0,8000.0,8000.0,8000.0, 36 months,  7.90%,250.33,A,A4,,6 years,RENT,75000.0,VERIFIED - income,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=961751,  Borrower added on 11/07/11 > pay off car loan and credit card<br/>,car,car&cards,113xx,NY,7.41,0.0,Apr-2006,1.0,,,7.0,0.0,4696.0,48.1%,9.0,f,0.0,0.0,9010.6945959259,9010.69,8000.0,1010.69,0.0,0.0,0.0,Dec-2014,255.35,,Nov-2014,0.0,,1.0
762003,962497.0,6000.0,6000.0,6000.0, 36 months,  6.99%,185.24,A,A3,Biola University,8 years,OWN,65000.0,VERIFIED - income source,May-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=762003,,debt_consolidation,Debt Consolidation,906xx,CA,17.94,0.0,Jul-1990,0.0,,,11.0,0.0,5430.0,30.9%,36.0,f,0.0,0.0,6471.95,6471.95,6000.0,471.95,0.0,0.0,0.0,Nov-2012,3514.6,,Dec-2014,0.0,,1.0
600237,770392.0,18000.0,10875.0,10634.799968469211, 60 months,  6.17%,211.11,A,A3,"K-Sea Hawaii, Inc.",8 years,MORTGAGE,180415.44,VERIFIED - income source,Oct-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=600237,,debt_consolidation,Payoff,968xx,HI,2.71,0.0,Sep-1988,1.0,,,8.0,0.0,36833.0,38.5%,35.0,f,0.0,0.0,12484.214241989299,12167.39,10875.0,1609.21,0.0,0.0,0.0,May-2014,3842.74,,May-2014,0.0,,1.0
556873,717023.0,15000.0,15000.0,14500.0, 36 months, 14.35%,515.22,C,C4,City of Austin,4 years,MORTGAGE,66000.0,VERIFIED - income,Aug-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=556873,  Borrower added on 07/31/10 > I intend to pay off (and close) 4 credit card accounts with high interest rates.<br/>,debt_consolidation,Consolidate,786xx,TX,22.84,0.0,Apr-1991,2.0,63.0,,12.0,0.0,30378.0,83.5%,23.0,f,0.0,0.0,18219.03,17611.38,15000.03,3219.0,0.0,0.0,0.0,Jan-2013,358.41,,Feb-2015,0.0,,1.0
756802,956770.0,2100.0,2100.0,2100.0, 36 months, 11.49%,69.24,B,B4,United States Postal Service,10+ years,MORTGAGE,55963.0,VERIFIED - income,May-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=756802,"  Borrower added on 05/14/11 > I would like to use this loan to pay off a pay day loan that costs me $76.45 every two weeks to borrow it. Also, I want to pay my property taxes and car repair bills.<br/>",debt_consolidation,debt loan,487xx,MI,21.1,0.0,Oct-1985,2.0,,107.0,19.0,1.0,29519.0,75.5%,36.0,f,0.0,0.0,345.0,345.0,249.54,95.46,0.0,0.0,0.0,Nov-2011,69.24,,Oct-2014,0.0,,1.0
237268,237257.0,7500.0,7500.0,3581.91, 36 months, 15.51%,261.87,F,F1,u s postal service,10+ years,MORTGAGE,75000.0,not verified,Feb-2008,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=237268,i would like a loan 7500.00 to pay off creddit card debt. .     i would be able to pay a minimum of 200.00 a month to pay off this loan as quickly as possible .     thank you for your generosity and interest in this matter         thank you      jim stewart ,debt_consolidation,console debt ,630xx,MO,27.2,1.0,May-1997,2.0,7.0,89.0,13.0,1.0,14273.0,50.1%,23.0,f,0.0,0.0,9425.12,4499.25,7500.0,1925.12,0.0,0.0,0.0,Feb-2011,271.88,Mar-2011,Feb-2014,0.0,,1.0
568322,731125.0,7800.0,7800.0,7775.0, 60 months, 17.56%,196.21,E,E4,US Air Force,5 years,RENT,47400.0,VERIFIED - income,Aug-2010,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=568322,,debt_consolidation,Debt Consolidation,229xx,VA,22.41,0.0,Feb-2006,1.0,,,8.0,0.0,4743.0,40.2%,15.0,f,0.0,0.0,10006.71,9974.86,6130.91,3830.26,0.0,45.54,0.0,Dec-2014,196.21,,May-2015,0.0,,1.0
358557,365210.0,18000.0,18000.0,5099.994443038101, 36 months, 12.09%,598.64,C,C2,Data Systems International,10+ years,MORTGAGE,67000.0,VERIFIED - income,Oct-2008,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=358557,"After the turmoil in the economy and seeing the banks get rich off interest, I have decided to give my interest back to the community.",credit_card,Tired of credit card interest,662xx,KS,19.22,0.0,Jul-1994,1.0,47.0,118.0,9.0,1.0,22897.0,64.5%,25.0,f,0.0,0.0,7697.5,2179.48,4827.02,2277.89,0.0,592.59,5.99,Mar-2010,130.12,,Jul-2010,0.0,,1.0
575310,739991.0,2500.0,2500.0,2500.0, 60 months, 13.23%,57.18,C,C1,Poor Billy's Seafood,3 years,RENT,12000.0,VERIFIED - income source,Sep-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=575310,,debt_consolidation,Debt,240xx,VA,8.3,0.0,Sep-2002,2.0,,,3.0,0.0,194.0,24.2%,14.0,f,0.0,0.0,2942.2,2942.2,2500.0,442.2,0.0,0.0,0.0,Mar-2012,1973.02,,Feb-2014,0.0,,1.0
