Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
1987,10,28,3,741.0,725,919.0,855,PS,1451,,98.0,90.0,,24.0,16.0,SAN,SFO,447.0,,,0,,0,,,,,,YES,YES
1987,10,29,4,742.0,725,906.0,855,PS,1451,,84.0,90.0,,11.0,17.0,SAN,SFO,447.0,,,0,,0,,,,,,YES,YES
1987,10,31,6,726.0,725,848.0,855,PS,1451,,82.0,90.0,,-7.0,1.0,SAN,SFO,447.0,,,0,,0,,,,,,NO,YES
1987,10,1,4,936.0,915,1035.0,1001,PS,1451,,59.0,46.0,,34.0,21.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,918.0,915,1017.0,1001,PS,1451,,59.0,46.0,,16.0,3.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,3,6,928.0,915,1037.0,1001,PS,1451,,69.0,46.0,,36.0,13.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,4,7,914.0,915,1003.0,1001,PS,1451,,49.0,46.0,,2.0,-1.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,NO
1987,10,5,1,1042.0,915,1129.0,1001,PS,1451,,47.0,46.0,,88.0,87.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,6,2,934.0,915,1024.0,1001,PS,1451,,50.0,46.0,,23.0,19.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,7,3,946.0,915,1037.0,1001,PS,1451,,51.0,46.0,,36.0,31.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,8,4,932.0,915,1033.0,1001,PS,1451,,61.0,46.0,,32.0,17.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,9,5,947.0,915,1036.0,1001,PS,1451,,49.0,46.0,,35.0,32.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,10,6,915.0,915,1022.0,1001,PS,1451,,67.0,46.0,,21.0,0.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,NO
1987,10,11,7,916.0,915,1006.0,1001,PS,1451,,50.0,46.0,,5.0,1.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,12,1,944.0,915,1027.0,1001,PS,1451,,43.0,46.0,,26.0,29.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,13,2,941.0,915,1036.0,1001,PS,1451,,55.0,46.0,,35.0,26.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,14,3,930.0,915,1029.0,1001,PS,1451,,59.0,46.0,,28.0,15.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,920.0,915,1023.0,1001,PS,1451,,63.0,46.0,,22.0,5.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,17,6,1009.0,915,1104.0,1001,PS,1451,,55.0,46.0,,63.0,54.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,18,7,915.0,915,1008.0,1001,PS,1451,,53.0,46.0,,7.0,0.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,NO
1987,10,19,1,940.0,915,1032.0,1001,PS,1451,,52.0,46.0,,31.0,25.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,21,3,913.0,915,1003.0,1001,PS,1451,,50.0,46.0,,2.0,-2.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,NO
1987,10,22,4,915.0,915,1017.0,1001,PS,1451,,62.0,46.0,,16.0,0.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,NO
1987,10,23,5,927.0,915,1022.0,1001,PS,1451,,55.0,46.0,,21.0,12.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,24,6,929.0,915,1052.0,1001,PS,1451,,83.0,46.0,,51.0,14.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,25,7,914.0,915,1011.0,1001,PS,1451,,57.0,46.0,,10.0,-1.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,NO
1987,10,26,1,917.0,915,1023.0,1001,PS,1451,,66.0,46.0,,22.0,2.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,27,2,916.0,915,1014.0,1001,PS,1451,,58.0,46.0,,13.0,1.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,28,3,941.0,925,1106.0,1015,PS,1451,,85.0,50.0,,51.0,16.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,29,4,940.0,925,1044.0,1015,PS,1451,,64.0,50.0,,29.0,15.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,30,5,1009.0,925,1105.0,1015,PS,1451,,56.0,50.0,,50.0,44.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,31,6,945.0,925,1040.0,1015,PS,1451,,55.0,50.0,,25.0,20.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
1987,10,1,4,1520.0,1505,1624.0,1608,PS,1453,,64.0,63.0,,16.0,15.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,1508.0,1505,1615.0,1608,PS,1453,,67.0,63.0,,7.0,3.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,4,7,1526.0,1505,1625.0,1608,PS,1453,,59.0,63.0,,17.0,21.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,5,1,1504.0,1505,1602.0,1608,PS,1453,,58.0,63.0,,-6.0,-1.0,BUR,OAK,325.0,,,0,,0,,,,,,NO,NO
1987,10,6,2,1505.0,1505,1607.0,1608,PS,1453,,62.0,63.0,,-1.0,0.0,BUR,OAK,325.0,,,0,,0,,,,,,NO,NO
1987,10,7,3,1512.0,1505,1614.0,1608,PS,1453,,62.0,63.0,,6.0,7.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,8,4,1528.0,1505,1636.0,1608,PS,1453,,68.0,63.0,,28.0,23.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,9,5,1606.0,1505,1708.0,1608,PS,1453,,62.0,63.0,,60.0,61.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,11,7,1505.0,1505,1602.0,1608,PS,1453,,57.0,63.0,,-6.0,0.0,BUR,OAK,325.0,,,0,,0,,,,,,NO,NO
1987,10,12,1,,1505,,1608,PS,1453,,,63.0,,,,BUR,OAK,325.0,,,1,,0,,,,,,YES,YES
1987,10,13,2,1533.0,1505,1640.0,1608,PS,1453,,67.0,63.0,,32.0,28.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,14,3,1528.0,1505,1639.0,1608,PS,1453,,71.0,63.0,,31.0,23.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,1543.0,1505,1645.0,1608,PS,1453,,62.0,63.0,,37.0,38.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,16,5,1521.0,1505,1626.0,1608,PS,1453,,65.0,63.0,,18.0,16.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,19,1,1513.0,1505,1617.0,1608,PS,1453,,64.0,63.0,,9.0,8.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,20,2,1551.0,1505,1646.0,1608,PS,1453,,55.0,63.0,,38.0,46.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,21,3,1504.0,1505,1620.0,1608,PS,1453,,76.0,63.0,,12.0,-1.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,NO
1987,10,22,4,1518.0,1505,1623.0,1608,PS,1453,,65.0,63.0,,15.0,13.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,23,5,1558.0,1505,1717.0,1608,PS,1453,,79.0,63.0,,69.0,53.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,25,7,1531.0,1505,1635.0,1608,PS,1453,,64.0,63.0,,27.0,26.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,26,1,1508.0,1505,1614.0,1608,PS,1453,,66.0,63.0,,6.0,3.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,27,2,1531.0,1505,1627.0,1608,PS,1453,,56.0,63.0,,19.0,26.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,28,3,1550.0,1550,1706.0,1657,PS,1453,,76.0,67.0,,9.0,0.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,NO
1987,10,29,4,1550.0,1550,1700.0,1657,PS,1453,,70.0,67.0,,3.0,0.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,NO
1987,10,30,5,1556.0,1550,1706.0,1657,PS,1453,,70.0,67.0,,9.0,6.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,1,4,1643.0,1635,1750.0,1732,PS,1454,,67.0,57.0,,18.0,8.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,1635.0,1635,1737.0,1732,PS,1454,,62.0,57.0,,5.0,0.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,3,6,1634.0,1635,1748.0,1732,PS,1454,,74.0,57.0,,16.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,4,7,1646.0,1635,1750.0,1732,PS,1454,,64.0,57.0,,18.0,11.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,5,1,1634.0,1635,1736.0,1732,PS,1454,,62.0,57.0,,4.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,6,2,1634.0,1635,1735.0,1732,PS,1454,,61.0,57.0,,3.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,7,3,1634.0,1635,1730.0,1732,PS,1454,,56.0,57.0,,-2.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,NO,NO
1987,10,8,4,1654.0,1635,1755.0,1732,PS,1454,,61.0,57.0,,23.0,19.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,9,5,1731.0,1635,1831.0,1732,PS,1454,,60.0,57.0,,59.0,56.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,10,6,1635.0,1635,1740.0,1732,PS,1454,,65.0,57.0,,8.0,0.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,11,7,1634.0,1635,1740.0,1732,PS,1454,,66.0,57.0,,8.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,12,1,,1635,,1732,PS,1454,,,57.0,,,,OAK,BUR,325.0,,,1,,0,,,,,,YES,YES
1987,10,13,2,1656.0,1635,1758.0,1732,PS,1454,,62.0,57.0,,26.0,21.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,14,3,1652.0,1635,1750.0,1732,PS,1454,,58.0,57.0,,18.0,17.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,1701.0,1635,1805.0,1732,PS,1454,,64.0,57.0,,33.0,26.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,16,5,1647.0,1635,1746.0,1732,PS,1454,,59.0,57.0,,14.0,12.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,17,6,1634.0,1635,1743.0,1732,PS,1454,,69.0,57.0,,11.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,19,1,1635.0,1635,1735.0,1732,PS,1454,,60.0,57.0,,3.0,0.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,20,2,1705.0,1635,1808.0,1732,PS,1454,,63.0,57.0,,36.0,30.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,21,3,1638.0,1635,1742.0,1732,PS,1454,,64.0,57.0,,10.0,3.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,22,4,1640.0,1635,1744.0,1732,PS,1454,,64.0,57.0,,12.0,5.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,23,5,1743.0,1635,1845.0,1732,PS,1454,,62.0,57.0,,73.0,68.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,24,6,1634.0,1635,1745.0,1732,PS,1454,,71.0,57.0,,13.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,25,7,1657.0,1635,1804.0,1732,PS,1454,,67.0,57.0,,32.0,22.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,26,1,1634.0,1635,1736.0,1732,PS,1454,,62.0,57.0,,4.0,-1.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,NO
1987,10,27,2,1644.0,1635,1746.0,1732,PS,1454,,62.0,57.0,,14.0,9.0,OAK,BUR,325.0,,,0,,0,,,,,,YES,YES
1987,10,31,6,721.0,700,828.0,809,PS,1455,,67.0,69.0,,19.0,21.0,BUR,OAK,325.0,,,0,,0,,,,,,YES,YES
1987,10,1,4,851.0,830,1008.0,937,PS,1457,,77.0,67.0,,31.0,21.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,831.0,830,948.0,937,PS,1457,,77.0,67.0,,11.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,5,1,833.0,830,932.0,937,PS,1457,,59.0,67.0,,-5.0,3.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,YES
1987,10,6,2,,830,,937,PS,1457,,,67.0,,,,LAX,SFO,337.0,,,1,,0,,,,,,YES,YES
1987,10,8,4,843.0,830,952.0,937,PS,1457,,69.0,67.0,,15.0,13.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,13,2,834.0,830,955.0,937,PS,1457,,81.0,67.0,,18.0,4.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,836.0,830,946.0,937,PS,1457,,70.0,67.0,,9.0,6.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,16,5,840.0,830,1000.0,937,PS,1457,,80.0,67.0,,23.0,10.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,19,1,844.0,830,952.0,937,PS,1457,,68.0,67.0,,15.0,14.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,20,2,852.0,830,957.0,937,PS,1457,,65.0,67.0,,20.0,22.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,22,4,831.0,830,939.0,937,PS,1457,,68.0,67.0,,2.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,23,5,840.0,830,948.0,937,PS,1457,,68.0,67.0,,11.0,10.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,26,1,831.0,830,933.0,937,PS,1457,,62.0,67.0,,-4.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,YES
1987,10,27,2,832.0,830,936.0,937,PS,1457,,64.0,67.0,,-1.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,YES
1987,10,29,4,837.0,830,958.0,940,PS,1457,,81.0,70.0,,18.0,7.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,30,5,832.0,830,948.0,940,PS,1457,,76.0,70.0,,8.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,1,4,659.0,650,834.0,800,PS,1457,,95.0,70.0,,34.0,9.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,657.0,650,814.0,800,PS,1457,,77.0,70.0,,14.0,7.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,3,6,651.0,650,830.0,800,PS,1457,,99.0,70.0,,30.0,1.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,5,1,652.0,650,808.0,800,PS,1457,,76.0,70.0,,8.0,2.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,6,2,701.0,650,851.0,800,PS,1457,,110.0,70.0,,51.0,11.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,7,3,653.0,650,808.0,800,PS,1457,,75.0,70.0,,8.0,3.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,8,4,657.0,650,826.0,800,PS,1457,,89.0,70.0,,26.0,7.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,9,5,655.0,650,812.0,800,PS,1457,,77.0,70.0,,12.0,5.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,10,6,655.0,650,815.0,800,PS,1457,,80.0,70.0,,15.0,5.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,12,1,654.0,650,811.0,800,PS,1457,,77.0,70.0,,11.0,4.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,13,2,652.0,650,814.0,800,PS,1457,,82.0,70.0,,14.0,2.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,14,3,654.0,650,820.0,800,PS,1457,,86.0,70.0,,20.0,4.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,654.0,650,810.0,800,PS,1457,,76.0,70.0,,10.0,4.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,16,5,653.0,650,820.0,800,PS,1457,,87.0,70.0,,20.0,3.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,17,6,655.0,650,810.0,800,PS,1457,,75.0,70.0,,10.0,5.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,19,1,656.0,650,824.0,800,PS,1457,,88.0,70.0,,24.0,6.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,20,2,651.0,650,826.0,800,PS,1457,,95.0,70.0,,26.0,1.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,21,3,650.0,650,815.0,800,PS,1457,,85.0,70.0,,15.0,0.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,NO
1987,10,22,4,655.0,650,811.0,800,PS,1457,,76.0,70.0,,11.0,5.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,23,5,654.0,650,811.0,800,PS,1457,,77.0,70.0,,11.0,4.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,24,6,652.0,650,808.0,800,PS,1457,,76.0,70.0,,8.0,2.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,26,1,752.0,750,809.0,800,PS,1457,,77.0,70.0,,9.0,2.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,27,2,750.0,750,815.0,800,PS,1457,,85.0,70.0,,15.0,0.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,NO
1987,10,28,3,746.0,745,800.0,759,PS,1457,,74.0,74.0,,1.0,1.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,YES
1987,10,29,4,745.0,745,804.0,759,PS,1457,,79.0,74.0,,5.0,0.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,NO
1987,10,30,5,745.0,745,801.0,759,PS,1457,,76.0,74.0,,2.0,0.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,NO
1987,10,1,4,934.0,930,1044.0,1035,PS,1459,,70.0,65.0,,9.0,4.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,930.0,930,1038.0,1035,PS,1459,,68.0,65.0,,3.0,0.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,NO
1987,10,3,6,933.0,930,1042.0,1035,PS,1459,,69.0,65.0,,7.0,3.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,4,7,931.0,930,1041.0,1035,PS,1459,,70.0,65.0,,6.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,5,1,931.0,930,1032.0,1035,PS,1459,,61.0,65.0,,-3.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,YES
1987,10,6,2,958.0,930,1107.0,1035,PS,1459,,69.0,65.0,,32.0,28.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,10,6,930.0,930,1032.0,1035,PS,1459,,62.0,65.0,,-3.0,0.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
1987,10,12,1,931.0,930,1055.0,1035,PS,1459,,84.0,65.0,,20.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,13,2,938.0,930,1105.0,1035,PS,1459,,87.0,65.0,,30.0,8.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,14,3,942.0,930,1129.0,1035,PS,1459,,107.0,65.0,,54.0,12.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,932.0,930,1039.0,1035,PS,1459,,67.0,65.0,,4.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,16,5,931.0,930,1036.0,1035,PS,1459,,65.0,65.0,,1.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,17,6,929.0,930,1035.0,1035,PS,1459,,66.0,65.0,,0.0,-1.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
1987,10,18,7,928.0,930,1033.0,1035,PS,1459,,65.0,65.0,,-2.0,-2.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
1987,10,19,1,939.0,930,1049.0,1035,PS,1459,,70.0,65.0,,14.0,9.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,20,2,944.0,930,1052.0,1035,PS,1459,,68.0,65.0,,17.0,14.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,21,3,932.0,930,1034.0,1035,PS,1459,,62.0,65.0,,-1.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,YES
1987,10,22,4,929.0,930,1033.0,1035,PS,1459,,64.0,65.0,,-2.0,-1.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
1987,10,23,5,945.0,930,1111.0,1035,PS,1459,,86.0,65.0,,36.0,15.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,24,6,931.0,930,1042.0,1035,PS,1459,,71.0,65.0,,7.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,25,7,930.0,930,1033.0,1035,PS,1459,,63.0,65.0,,-2.0,0.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
1987,10,26,1,931.0,930,1046.0,1035,PS,1459,,75.0,65.0,,11.0,1.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,27,2,932.0,930,1033.0,1035,PS,1459,,61.0,65.0,,-2.0,2.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,YES
1987,10,28,3,930.0,930,1038.0,1040,PS,1459,,68.0,70.0,,-2.0,0.0,LAX,SFO,337.0,,,0,,0,,,,,,NO,NO
1987,10,29,4,,930,,1040,PS,1459,,,70.0,,,,LAX,SFO,337.0,,,1,,0,,,,,,YES,YES
1987,10,31,6,940.0,930,1045.0,1040,PS,1459,,65.0,70.0,,5.0,10.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
1987,10,1,4,1127.0,1120,1253.0,1250,PS,1459,,86.0,90.0,,3.0,7.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,2,5,1124.0,1120,1252.0,1250,PS,1459,,88.0,90.0,,2.0,4.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,3,6,1120.0,1120,1250.0,1250,PS,1459,,90.0,90.0,,0.0,0.0,SFO,PDX,550.0,,,0,,0,,,,,,NO,NO
1987,10,4,7,1120.0,1120,1250.0,1250,PS,1459,,90.0,90.0,,0.0,0.0,SFO,PDX,550.0,,,0,,0,,,,,,NO,NO
1987,10,5,1,1128.0,1120,1252.0,1250,PS,1459,,84.0,90.0,,2.0,8.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,6,2,1128.0,1120,1254.0,1250,PS,1459,,86.0,90.0,,4.0,8.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,10,6,1119.0,1120,1302.0,1250,PS,1459,,103.0,90.0,,12.0,-1.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,NO
1987,10,12,1,1120.0,1120,1248.0,1250,PS,1459,,88.0,90.0,,-2.0,0.0,SFO,PDX,550.0,,,0,,0,,,,,,NO,NO
1987,10,13,2,1123.0,1120,1259.0,1250,PS,1459,,96.0,90.0,,9.0,3.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,14,3,1153.0,1120,1321.0,1250,PS,1459,,88.0,90.0,,31.0,33.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,15,4,1122.0,1120,1256.0,1250,PS,1459,,94.0,90.0,,6.0,2.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,16,5,1124.0,1120,1254.0,1250,PS,1459,,90.0,90.0,,4.0,4.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,YES
1987,10,17,6,1120.0,1120,1255.0,1250,PS,1459,,95.0,90.0,,5.0,0.0,SFO,PDX,550.0,,,0,,0,,,,,,YES,NO
